episode_return
-60.96763392857338
-86.28124999999986
-72.59747023809639
-55.44308035714404
-44.71964285714357
-37.58705357142879
-32.24984056122437
-28.260044642856798
-25.13070436507887
-34.15558035714163
-31.08431412337543
-41.992745535712565
-48.056404532965225
-60.352917729589436
-65.3643601190444
-65.29317801338975
-61.55449054621551
-58.173239087298725
