episode_return
-9.575892857147561
-53.58333333333647
-37.87400793651131
-29.78125000000348
-24.860714285717904
-28.892609126988027
-25.95642006803111
-23.839099702384914
-21.902612433866405
-20.10491071428971
-18.848484848488816
-17.879464285718317
-16.838369963374
-16.111819727895163
