episode_return
-9.37351190476572
-58.330357142860066
-84.61160714285518
-64.96540178571388
-53.009821428571755
-53.91989087301695
-59.26169217687205
-62.56101190476341
-80.5851521164017
-72.70416666666614
-66.17329545454476
-60.78224206349122
-60.59970238095144
-56.29485544217583
