episode_return
-23.661830357142122
-23.46707589285704
-21.188616071428672
-19.14508928571479
-17.789062500000902
-17.02306547619173
-16.12069515306264
-15.351562500001448
-14.593129960318926
-14.207477678572934
-13.550223214287126
-12.977864583334616
-12.591517857144066
-12.226642219388907
-11.988392857143895
-11.772321428572408
-11.443146008404284
-11.115451388889738
-10.913592575188739
-10.667187500000717
-10.486926020408825
-10.345677759740838
-10.222389363354546
-10.120024181548079
-10.047767857143258
-9.319151785714718
-8.784285714286085
-8.38223214285748
-8.194196428571669
-8.0112946428573
-7.8406696428571685
-7.699151785714232
-7.572857142857007
-7.509776785714048
-7.342589285713956
-7.3677232142853395
-7.344062499999583
-7.2971428571424
-7.3562053571423744
-7.344999999999513
-7.322098214285197
-7.437767857142306
-7.448348214285127
-7.409598214285123
-7.416205357142241
-7.4399553571422175
-7.447142857142231
-7.4411607142850995
-7.400848214285109
