t,nArrived,meanWaitingTime,meanTimeLoss,meanTravelTime
58967,2,318.5,386.525,522.0
58968,2,37.0,70.88,225.5
58969,3,181.0,231.65666666666667,328.3333333333333
58970,1,91.0,136.1,291.0
58971,2,60.0,114.985,243.0
58972,1,30.0,56.72,165.0
58974,4,83.5,130.8425,276.75
58975,2,86.0,136.96,293.0
58976,3,67.66666666666667,118.35666666666667,311.3333333333333
58977,2,80.5,157.84,346.5
58978,1,49.0,81.57,232.0
58979,3,35.333333333333336,77.73666666666666,203.33333333333334
58980,2,51.5,99.68,239.0
58981,2,36.0,48.86,120.5
58982,1,38.0,57.95,221.0
58983,2,83.5,116.13,272.0
58984,1,41.0,66.58,229.0
58985,2,73.5,133.38,350.0
58986,1,0.0,6.82,72.0
58987,3,70.0,107.94,275.3333333333333
58989,1,131.0,196.8,394.0
58990,1,86.0,147.88,341.0
58991,1,48.0,90.38,241.0
58992,2,64.5,113.63,257.5
58995,2,54.0,76.17500000000001,241.0
58997,3,33.666666666666664,62.153333333333336,208.0
58998,1,14.0,43.81,182.0
58999,1,44.0,58.82,155.0
59000,2,77.0,114.76499999999999,315.5
59001,2,109.0,180.31,353.5
59003,3,59.0,100.58666666666666,220.33333333333334
59004,2,92.0,144.94,298.0
59005,1,7.0,42.84,186.0
59006,3,26.0,52.75333333333333,173.66666666666666
59007,1,0.0,13.55,105.0
59008,1,156.0,216.27,386.0
59009,2,24.5,46.265,212.0
59010,1,9.0,32.4,197.0
59011,4,60.75,86.6475,211.75
59012,1,146.0,196.37,379.0
59013,3,58.333333333333336,90.47333333333334,238.0
59014,1,89.0,156.86,346.0
59015,3,105.0,157.23666666666668,324.3333333333333
59016,2,21.0,69.55,222.0
59017,2,85.0,142.015,290.5
59018,2,75.5,123.28999999999999,298.0
59019,2,82.0,144.965,293.5
59020,1,74.0,123.17,276.0
59021,2,476.0,575.735,747.0
59024,1,82.0,124.02,330.0
59025,1,0.0,17.8,178.0
59027,1,101.0,131.86,260.0
59028,2,78.5,120.78,257.0
59029,1,48.0,93.89,396.0
59030,2,66.5,107.83,227.5
59031,1,18.0,46.58,246.0
59033,1,127.0,228.77,402.0
59034,1,96.0,141.72,364.0
59035,1,106.0,169.05,316.0
59036,2,39.0,82.035,182.5
59037,1,75.0,100.74,166.0
59038,1,24.0,63.07,175.0
59042,1,22.0,57.34,182.0
59044,1,37.0,115.5,261.0
59045,1,78.0,127.81,266.0
59046,2,86.0,142.755,355.5
59048,3,116.66666666666667,164.25333333333333,329.6666666666667
59051,2,65.0,92.5,197.0
59053,2,60.0,78.01,171.5
59054,1,32.0,45.48,129.0
59055,1,30.0,45.92,137.0
59056,2,40.5,74.23,159.5
59057,2,311.0,382.235,520.0
59059,2,45.5,65.42500000000001,147.0
59061,2,75.5,128.64,294.0
59062,1,33.0,75.76,254.0
59064,1,76.0,120.58,269.0
59065,2,72.5,117.17,318.5
59066,2,72.0,94.455,238.0
59067,2,22.5,52.81,147.0
59068,2,84.5,158.3,316.5
59069,1,44.0,91.46,230.0
59070,2,82.0,143.155,307.5
59071,1,89.0,125.55,292.0
59072,2,88.0,134.075,280.0
59073,2,21.0,48.754999999999995,238.0
59074,2,124.0,191.655,351.0
59075,4,50.5,78.125,186.25
59076,4,181.25,224.955,331.0
59077,5,50.2,90.188,237.8
59078,2,36.5,69.17,202.5
59079,1,210.0,307.81,454.0
59080,2,84.5,139.465,315.0
59081,3,121.66666666666667,170.76333333333332,328.6666666666667
59082,1,4.0,21.94,116.0
59083,3,107.0,159.30666666666667,310.0
59085,2,91.5,138.425,271.5
59086,1,660.0,768.26,903.0
59089,3,93.66666666666667,144.41666666666669,303.3333333333333
59090,1,47.0,78.23,251.0
59091,4,51.0,104.6175,231.5
59092,2,38.5,80.815,246.0
59093,1,54.0,76.95,247.0
59094,1,12.0,33.58,186.0
59096,1,0.0,17.16,163.0
59097,2,8.5,33.214999999999996,196.0
59099,1,76.0,125.24,293.0
59101,3,70.33333333333333,92.30333333333333,220.66666666666666
59102,1,102.0,131.94,259.0
59103,3,78.66666666666667,110.45666666666666,287.0
59104,1,71.0,94.86,265.0
59105,3,377.6666666666667,479.6933333333333,632.3333333333334
59106,1,93.0,127.85,248.0
59107,1,109.0,177.56,348.0
59109,2,105.0,166.70499999999998,338.5
59110,1,83.0,125.11,285.0
59111,1,115.0,187.37,358.0
59112,3,66.0,109.3,273.0
59113,2,76.0,135.38,275.5
59114,1,30.0,54.75,190.0
59115,3,37.333333333333336,59.919999999999995,181.0
59116,1,28.0,70.85,198.0
59117,1,27.0,55.13,180.0
59118,1,160.0,247.48,409.0
59119,1,965.0,1147.58,1291.0
59120,2,66.0,103.95,303.5
59122,3,62.0,108.41000000000001,247.33333333333334
59123,1,23.0,42.57,101.0
59124,1,61.0,118.64,374.0
59127,2,62.5,110.45,296.5
59128,1,25.0,44.89,116.0
59132,1,80.0,110.19,267.0
59133,1,61.0,103.84,330.0
59134,1,5.0,23.65,97.0
59136,2,33.0,69.89,186.0
59138,3,99.33333333333333,158.52333333333334,344.6666666666667
59139,1,58.0,81.96,244.0
59140,1,46.0,62.11,118.0
59141,1,38.0,51.98,133.0
59143,2,38.0,57.125,150.5
59144,1,30.0,35.91,43.0
59145,3,27.333333333333332,58.083333333333336,189.0
59146,1,48.0,83.39,174.0
59147,1,660.0,778.2,973.0
59151,2,23.5,73.06,184.0
59152,2,92.5,138.73,272.0
59153,1,110.0,161.64,355.0
59155,3,63.0,95.24333333333334,230.0
59156,3,63.0,106.0166666666667,281.3333333333333
59157,1,20.0,39.17,175.0
59159,3,314.6666666666667,363.63000000000005,486.3333333333333
59160,1,83.0,113.82,288.0
59161,2,50.0,90.815,263.0
59162,2,323.5,385.53000000000003,528.0
59163,2,74.0,114.61500000000001,290.0
59164,3,23.0,64.12666666666667,185.0
59165,3,114.0,154.11666666666665,332.3333333333333
59166,1,0.0,15.12,156.0
59167,3,77.33333333333333,122.57000000000001,274.3333333333333
59168,2,99.5,169.02499999999998,361.0
59169,2,46.0,96.745,214.0
59172,6,49.333333333333336,86.29333333333334,228.0
59173,1,92.0,132.47,256.0
59174,3,40.0,73.02,199.0
59175,2,142.5,199.475,397.5
59176,4,86.0,135.335,283.75
59177,1,53.0,96.39,289.0
59178,1,239.0,355.6,507.0
59179,3,29.0,56.97666666666667,194.33333333333334
59180,2,105.5,174.045,398.0
59181,2,59.0,84.515,249.5
59183,1,13.0,28.16,198.0
59188,2,28.5,56.290000000000006,217.0
59189,2,58.5,85.60499999999999,255.0
59190,1,97.0,152.61,308.0
59191,1,87.0,107.78,270.0
59192,1,97.0,124.62,250.0
59193,2,51.0,90.31,257.5
59194,3,102.33333333333333,153.92999999999998,302.3333333333333
59196,4,82.75,130.5425,313.5
59197,3,78.33333333333333,122.90333333333332,276.0
59198,4,78.0,142.0325,308.0
59199,2,587.5,706.235,859.0
59200,1,0.0,37.14,168.0
59201,4,59.25,89.70500000000001,211.75
59203,1,108.0,192.39,336.0
59205,2,67.5,119.985,302.5
59207,2,96.0,146.41000000000003,287.5
59209,2,293.5,375.22,457.5
59211,1,458.0,565.65,740.0
59214,1,105.0,155.95,356.0
59215,1,139.0,180.55,438.0
59217,1,79.0,121.94,264.0
59220,1,25.0,54.68,188.0
59221,1,45.0,100.88,216.0
59222,1,58.0,96.28,235.0
59223,1,10.0,23.76,100.0
59225,2,811.0,934.685,1094.0
59226,1,56.0,93.24,240.0
59227,2,91.0,129.63,321.0
59230,1,43.0,75.4,304.0
59231,1,60.0,75.75,96.0
59232,2,37.0,56.155,175.0
59233,1,75.0,149.71,291.0
59234,2,20.0,53.455,175.0
59235,2,40.0,70.085,208.0
59236,2,304.5,376.20500000000004,538.0
59237,3,282.0,345.15333333333336,511.3333333333333
59239,2,148.5,224.025,356.5
59240,2,155.5,251.83999999999997,422.0
59241,3,18.666666666666668,47.23,145.33333333333334
59242,1,72.0,161.38,356.0
59243,1,33.0,56.6,216.0
59244,3,52.0,81.82000000000001,180.66666666666666
59245,1,80.0,129.65,266.0
59246,2,31.0,73.75999999999999,185.5
59247,1,43.0,87.38,234.0
59248,3,37.333333333333336,71.95333333333333,236.33333333333334
59250,2,48.0,80.82,219.0
59251,1,42.0,64.53,205.0
59252,3,93.33333333333333,140.3033333333333,315.0
59255,2,29.5,55.25,197.5
59257,2,72.5,108.105,244.5
59258,1,57.0,80.72,242.0
59260,2,55.0,90.67,244.0
59261,1,60.0,88.95,239.0
59262,2,97.0,135.655,296.0
59263,2,177.5,252.48000000000002,506.0
59264,1,58.0,88.45,207.0
59265,2,80.0,134.735,308.0
59267,1,121.0,152.27,291.0
59269,1,103.0,136.49,284.0
59270,1,70.0,109.0,254.0
59271,2,21.5,39.96,200.5
59272,1,49.0,65.36,235.0
59277,2,75.5,120.065,259.0
59279,1,797.0,903.83,1034.0
59280,2,88.5,123.435,315.5
59281,1,1076.0,1219.66,1385.0
59282,2,560.5,668.19,828.5
59284,1,94.0,140.49,316.0
59286,1,19.0,39.0,139.0
59288,1,462.0,584.3,814.0
59289,1,142.0,193.63,338.0
59291,1,123.0,175.49,328.0
59292,1,11.0,20.84,42.0
59293,1,101.0,163.3,295.0
59294,1,104.0,140.72,312.0
59295,2,79.5,131.945,258.5
59297,1,45.0,66.41,272.0
59298,2,568.5,679.755,832.5
59300,1,79.0,111.51,239.0
59301,1,132.0,176.91,382.0
59302,1,91.0,142.69,304.0
59304,1,62.0,92.44,228.0
59305,1,57.0,113.39,226.0
59307,1,48.0,94.64,216.0
59310,1,1066.0,1220.28,1335.0
59311,1,40.0,75.03,216.0
59314,1,1103.0,1281.35,1442.0
59315,1,13.0,27.07,110.0
59317,2,370.5,417.16999999999996,497.0
59319,2,57.0,85.655,155.0
59320,2,54.0,73.19999999999999,136.5
59322,2,18.5,29.73,77.0
59323,1,55.0,90.04,321.0
59324,1,20.0,31.52,105.0
59325,1,0.0,12.32,61.0
59326,2,26.5,56.970000000000006,138.5
59327,3,242.33333333333334,298.9066666666667,430.3333333333333
59328,2,418.5,490.56,687.5
59330,1,85.0,134.16,281.0
59331,3,91.0,132.90333333333334,233.0
59332,3,40.666666666666664,67.38333333333334,184.33333333333334
59333,1,41.0,70.95,215.0
59335,1,64.0,110.49,277.0
59337,2,58.0,107.16,280.5
59338,1,90.0,116.22,294.0
59339,1,67.0,113.6,270.0
59340,2,75.0,119.565,274.5
59341,1,1037.0,1167.27,1350.0
59343,2,28.5,44.644999999999996,105.5
59344,1,133.0,186.58,362.0
59345,3,102.33333333333333,150.84333333333333,298.0
59346,5,54.2,98.21400000000001,239.0
59347,3,43.0,92.06,263.3333333333333
59348,1,88.0,159.55,300.0
59349,3,377.3333333333333,455.26333333333326,626.0
59350,1,60.0,123.67,279.0
59351,2,32.0,66.17,228.0
59352,1,42.0,107.28,254.0
59353,4,35.0,86.2675,251.5
59355,1,1.0,36.01,234.0
59358,2,38.0,87.08,215.0
59359,1,86.0,119.19,280.0
59360,1,44.0,97.7,254.0
59361,2,20.0,77.47999999999999,175.5
59364,2,356.0,444.84000000000003,632.0
59365,1,81.0,106.9,322.0
59369,2,44.5,70.47,234.5
59371,2,659.5,771.3599999999999,929.5
59372,1,72.0,99.53,241.0
59374,1,149.0,213.81,377.0
59376,1,27.0,52.9,197.0
59377,1,31.0,61.32,109.0
59382,1,24.0,52.03,220.0
59383,1,61.0,92.81,225.0
59385,2,103.5,156.91,266.5
59386,1,153.0,262.97,379.0
59387,1,473.0,557.66,722.0
59388,1,143.0,219.3,375.0
59389,1,140.0,181.5,396.0
59391,3,253.66666666666666,320.05,502.6666666666667
59392,2,64.0,104.16,199.5
59394,1,172.0,266.77,458.0
59395,1,97.0,148.74,369.0
59397,1,123.0,196.9,357.0
59398,1,77.0,115.71,342.0
59399,3,58.0,98.70333333333333,250.33333333333334
59400,1,65.0,101.3,225.0
59402,2,619.5,723.355,860.5
59403,6,172.5,225.71,339.6666666666667
59405,1,86.0,170.34,300.0
59407,2,29.5,60.735,135.0
59409,2,10.5,31.799999999999997,122.0
59410,2,23.0,38.29,118.0
59411,1,4.0,24.84,145.0
59412,1,17.0,48.99,190.0
59413,1,20.0,38.39,130.0
59414,2,64.5,86.705,201.0
59415,2,6.5,20.849999999999998,112.0
59416,2,371.5,455.45,595.5
59419,1,56.0,79.45,225.0
59420,2,461.0,544.6,748.5
59421,1,102.0,124.83,299.0
59422,2,114.5,149.725,275.5
59423,1,64.0,113.96,315.0
59425,2,49.0,72.14500000000001,271.5
59426,1,75.0,123.05,302.0
59427,1,1038.0,1157.17,1362.0
59428,1,23.0,48.65,144.0
59429,1,91.0,114.05,304.0
59430,1,30.0,55.87,222.0
59431,1,30.0,57.61,172.0
59432,1,116.0,160.07,304.0
59433,1,37.0,57.94,113.0
59434,1,125.0,164.61,391.0
59436,4,370.75,445.33250000000004,586.25
59437,2,24.0,38.265,120.5
59438,1,94.0,139.66,356.0
59439,2,23.5,53.38,186.5
59440,1,144.0,211.98,405.0
59441,2,75.5,162.915,313.5
59443,2,45.5,75.04,219.0
59445,1,23.0,56.09,291.0
59446,1,27.0,63.11,192.0
59452,1,46.0,67.66,269.0
59453,1,0.0,9.29,91.0
59454,1,55.0,74.53,266.0
59457,1,244.0,318.42,498.0
59460,1,118.0,162.66,322.0
59461,1,78.0,110.67,256.0
59462,2,93.0,160.4,312.0
59463,1,102.0,140.63,249.0
59465,1,89.0,154.06,321.0
59466,3,116.33333333333333,171.11333333333334,326.6666666666667
59468,1,75.0,159.53,303.0
59469,2,81.0,132.08,274.0
59470,3,120.0,187.41666666666666,364.3333333333333
59471,2,148.0,211.685,358.0
59472,2,74.5,126.94,290.0
59473,1,0.0,30.77,192.0
59474,3,114.0,164.12666666666667,308.6666666666667
59475,2,126.0,205.645,370.5
59476,2,597.5,691.39,856.0
59477,2,84.0,115.5,253.5
59478,1,26.0,61.08,213.0
59479,1,56.0,102.06,207.0
59480,1,25.0,71.89,213.0
59482,2,62.5,101.95500000000001,269.5
59484,2,24.0,50.035000000000004,152.5
59485,1,0.0,10.02,91.0
59486,1,35.0,75.02,203.0
59488,1,21.0,62.54,176.0
59491,2,119.0,147.8,264.0
59492,1,127.0,162.69,334.0
59493,1,31.0,78.08,230.0
59494,1,236.0,327.3,516.0
59495,1,99.0,156.06,278.0
59497,1,971.0,1125.83,1301.0
59500,1,51.0,66.03,124.0
59501,1,29.0,41.33,142.0
59502,1,32.0,47.8,107.0
59503,1,4.0,18.52,74.0
59504,1,90.0,111.12,161.0
59505,1,25.0,36.75,107.0
59507,1,895.0,1041.22,1240.0
59509,1,76.0,96.77,163.0
59510,1,99.0,119.78,299.0
59511,2,44.5,64.35000000000001,142.0
59513,3,96.0,124.86999999999999,253.66666666666666
59514,2,34.5,64.13499999999999,226.0
59515,1,17.0,45.35,119.0
59518,1,31.0,69.21,207.0
59519,2,71.5,119.525,304.0
59521,1,128.0,181.87,387.0
59522,1,179.0,250.49,400.0
59523,2,371.0,469.14500000000004,697.5
59524,2,101.0,161.43,338.0
59525,3,63.0,121.45333333333333,277.6666666666667
59526,2,91.0,164.39499999999998,316.0
59527,1,71.0,107.65,249.0
59528,1,82.0,116.58,253.0
59530,1,127.0,169.44,388.0
59531,1,104.0,151.44,302.0
59533,1,73.0,90.79,244.0
59534,2,53.5,80.69,224.0
59535,3,34.333333333333336,61.06333333333333,221.66666666666666
59536,1,47.0,60.3,151.0
59537,2,64.5,110.49000000000001,216.0
59538,1,0.0,8.25,43.0
59539,2,80.0,109.55,266.0
59540,1,39.0,61.36,207.0
59541,1,38.0,63.6,139.0
59547,4,95.0,127.9075,239.5
59548,1,30.0,51.66,268.0
59550,1,132.0,180.22,327.0
59551,1,117.0,147.91,257.0
59552,1,35.0,63.49,185.0
59553,3,121.0,155.06333333333333,310.0
59555,4,80.0,123.34249999999999,245.25
59556,2,81.0,130.485,274.5
59557,1,121.0,180.1,325.0
59558,3,86.0,135.91,267.0
59559,1,103.0,157.2,340.0
59560,2,165.0,219.88500000000002,379.0
59561,1,115.0,182.5,353.0
59563,2,188.5,255.485,442.5
59565,1,287.0,375.47,540.0
59566,1,48.0,81.55,198.0
59568,3,53.333333333333336,80.64999999999999,190.0
59570,1,65.0,125.15,253.0
59572,1,37.0,75.31,180.0
59575,1,99.0,139.65,261.0
59576,1,41.0,56.73,168.0
59581,1,99.0,156.32,275.0
59583,2,79.0,107.9,234.0
59586,2,111.0,151.34,313.0
59591,1,26.0,42.33,129.0
59592,3,30.666666666666668,44.30666666666667,111.0
59594,3,46.666666666666664,65.29,144.33333333333334
59596,1,53.0,67.63,128.0
59597,2,353.0,430.515,568.0
59599,2,31.5,45.989999999999995,116.5
59600,4,53.5,91.335,213.25
59601,1,63.0,129.18,253.0
59602,2,30.5,74.0,193.0
59603,1,42.0,72.8,216.0
59604,1,55.0,78.41,213.0
59605,1,90.0,122.53,181.0
59608,1,89.0,117.1,265.0
59614,2,431.0,509.33500000000004,686.0
59615,5,70.6,110.52200000000002,258.6
59616,1,21.0,48.96,151.0
59617,3,226.66666666666666,289.8233333333333,452.6666666666667
59618,2,109.5,137.14999999999998,278.0
59619,2,106.0,154.98000000000002,320.0
59620,2,76.0,102.055,237.0
59621,2,123.0,182.975,368.0
59622,3,60.333333333333336,100.61666666666666,256.0
59623,1,140.0,233.13,360.0
59624,3,68.33333333333333,116.99,257.6666666666667
59625,2,25.5,47.699999999999996,158.5
59626,2,71.0,107.595,231.0
59627,3,47.333333333333336,70.39666666666666,210.33333333333334
59628,1,59.0,103.23,283.0
59629,1,63.0,96.86,173.0
59630,1,88.0,129.2,316.0
59631,4,33.25,57.839999999999996,196.75
59632,1,0.0,13.7,158.0
59635,2,44.5,84.15,283.0
59637,1,31.0,62.53,276.0
59640,2,64.0,87.28,240.5
59641,3,78.0,105.42666666666666,258.0
59642,1,60.0,82.64,221.0
59643,1,101.0,146.49,265.0
59649,3,153.0,213.01000000000002,369.3333333333333
59650,1,303.0,426.28,586.0
59651,1,48.0,72.77,227.0
59652,1,132.0,198.24,345.0
59653,1,352.0,490.5,674.0
59654,1,290.0,430.33,594.0
59656,2,200.0,279.83500000000004,437.0
59658,1,137.0,204.99,348.0
59659,2,58.0,90.515,212.0
59661,2,66.0,118.47,266.0
59662,1,63.0,103.98,322.0
59664,1,82.0,153.14,306.0
59665,2,70.5,157.89499999999998,310.0
59668,1,13.0,41.77,226.0
59669,1,0.0,20.22,219.0
59671,1,78.0,123.35,303.0
59673,1,45.0,70.32,111.0
59676,1,101.0,133.53,303.0
59677,1,51.0,76.17,237.0
59678,1,100.0,161.8,298.0
59680,1,38.0,54.08,129.0
59682,1,59.0,88.63,250.0
59683,3,30.0,44.82333333333333,90.0
59684,1,31.0,48.08,114.0
59686,1,0.0,6.05,66.0
59689,1,67.0,104.47,195.0
59690,1,652.0,766.61,1060.0
59691,2,173.5,242.69,406.5
59693,1,23.0,50.79,123.0
59696,3,283.6666666666667,376.6766666666667,594.0
59697,2,97.0,142.485,308.0
59698,1,187.0,255.91,452.0
59699,1,119.0,184.84,352.0
59700,1,69.0,111.42,276.0
59701,2,1.0,20.945,195.5
59702,2,19.5,36.165,138.5
59703,2,75.0,124.675,273.0
59704,1,0.0,10.47,68.0
59705,2,84.5,124.945,265.0
59706,2,29.5,55.019999999999996,240.0
59708,1,101.0,162.09,346.0
59709,1,190.0,261.83,466.0
59710,2,99.0,142.5,315.0
59711,2,80.5,112.755,252.0
59712,1,41.0,83.31,225.0
59713,1,81.0,109.09,246.0
59714,3,84.0,141.19333333333333,300.3333333333333
59716,1,343.0,450.76,697.0
59717,2,61.5,101.625,258.5
59718,2,29.5,53.635000000000005,193.0
59719,3,243.66666666666666,309.51666666666665,471.6666666666667
59720,1,0.0,10.38,70.0
59721,4,49.5,91.745,267.75
59723,2,36.0,67.85499999999999,258.0
59728,1,37.0,76.21,280.0
59730,1,47.0,94.98,241.0
59732,1,149.0,177.37,335.0
59734,3,157.33333333333334,228.31000000000003,370.6666666666667
59738,1,80.0,124.41,208.0
59739,2,113.5,170.365,312.0
59741,2,230.0,308.15500000000003,502.0
59742,1,341.0,474.37,641.0
59743,1,357.0,498.56,733.0
59745,1,134.0,190.59,354.0
59746,1,334.0,438.72,630.0
59747,1,133.0,209.59,351.0
59748,1,329.0,498.07,637.0
59749,1,18.0,46.16,256.0
59750,1,319.0,470.56,636.0
59751,1,344.0,515.65,681.0
59752,1,55.0,81.91,197.0
59754,1,332.0,485.67,666.0
59756,1,91.0,128.03,197.0
59763,1,29.0,48.82,125.0
59766,1,102.0,150.81,312.0
59767,3,75.33333333333333,112.75,235.0
59768,2,31.0,56.980000000000004,179.0
59769,1,35.0,52.57,102.0
59770,1,11.0,34.69,100.0
59771,1,49.0,66.13,84.0
59772,1,39.0,48.49,122.0
59773,1,15.0,30.17,94.0
59774,1,44.0,73.87,208.0
59775,2,65.5,97.565,218.5
59776,1,44.0,58.65,117.0
59777,1,63.0,102.56,189.0
59778,1,763.0,897.35,1106.0
59779,1,41.0,81.77,172.0
59780,2,40.0,79.455,249.5
59781,2,381.0,474.315,609.5
59782,1,26.0,53.52,218.0
59783,4,26.75,58.75750000000001,212.5
59784,1,126.0,158.57,382.0
59785,1,33.0,80.21,250.0
59786,1,0.0,6.26,68.0
59787,2,81.5,115.53999999999999,237.0
59788,2,148.5,219.55499999999998,405.0
59789,2,63.0,94.02,253.0
59790,3,55.0,85.40666666666668,216.0
59791,2,34.0,78.64500000000001,250.5
59793,2,132.5,210.64499999999998,367.0
59794,2,105.0,166.19,347.5
59795,1,47.0,73.9,222.0
59796,1,45.0,71.25,233.0
59797,3,67.66666666666667,104.53666666666668,263.3333333333333
59798,2,80.5,128.89,286.0
59799,4,49.5,76.855,211.5
59800,1,47.0,68.78,224.0
59801,1,33.0,67.32,201.0
59802,2,109.5,147.08,318.0
59803,4,66.5,108.83250000000001,244.25
59804,1,41.0,78.73,219.0
59805,1,196.0,314.01,503.0
59806,1,82.0,106.36,245.0
59807,3,32.0,63.76333333333334,207.0
59808,2,133.0,201.29,385.5
59809,5,93.2,150.594,311.6
59811,2,56.0,93.42500000000001,214.5
59812,3,138.0,215.17333333333332,383.6666666666667
59813,1,44.0,69.44,153.0
59819,2,143.0,233.975,385.0
59821,1,42.0,54.42,107.0
59822,1,142.0,180.63,332.0
59824,1,112.0,173.38,293.0
59826,1,94.0,145.45,265.0
59828,1,147.0,231.12,371.0
59831,2,106.5,162.31,310.0
59833,1,384.0,526.86,703.0
59834,1,127.0,209.12,359.0
59838,1,380.0,514.83,734.0
59839,2,245.5,368.155,557.5
59840,1,11.0,51.66,287.0
59841,2,212.0,350.18,525.0
59843,2,75.5,139.8,276.0
59844,2,57.0,96.995,272.0
59845,1,79.0,163.29,311.0
59846,1,21.0,53.99,172.0
59847,1,79.0,182.02,307.0
59850,1,78.0,149.92,301.0
59851,1,8.0,27.19,102.0
59854,1,82.0,134.26,278.0
59858,1,126.0,170.02,319.0
59860,2,37.0,52.315,167.0
59861,1,50.0,68.26,127.0
59862,1,62.0,100.29,250.0
59863,1,1.0,20.28,110.0
59865,1,42.0,82.91,242.0
59867,2,413.5,532.01,697.0
59868,2,410.5,515.415,693.5
59872,1,0.0,6.33,61.0
59877,2,7.0,30.64,132.0
59878,3,49.0,75.74333333333333,175.66666666666666
59883,3,81.0,123.73666666666666,266.6666666666667
59884,1,813.0,948.93,1178.0
59885,1,38.0,66.66,218.0
59886,1,101.0,145.01,303.0
59887,2,72.0,113.395,243.0
59888,2,164.5,240.92499999999998,422.0
59889,3,47.333333333333336,78.60333333333332,212.0
59890,3,96.66666666666667,150.85999999999999,329.6666666666667
59891,2,100.0,143.18,282.0
59892,1,32.0,81.78,304.0
59893,1,62.0,89.01,243.0
59895,2,134.5,190.31,336.0
59896,1,48.0,81.54,207.0
59897,4,111.0,170.42249999999999,342.25
59898,4,107.0,170.315,336.25
59899,1,45.0,70.52,250.0
59900,4,134.75,217.1525,429.75
59901,2,50.5,84.81,257.5
59902,3,51.0,95.94,303.0
59903,1,38.0,66.14,244.0
59904,3,46.0,87.85000000000001,244.66666666666666
59905,1,361.0,535.14,710.0
59906,2,228.0,353.235,504.5
59907,2,53.5,97.545,266.5
59909,2,43.0,87.01,169.5
59910,2,233.0,320.83500000000004,486.5
59911,2,192.0,280.23499999999996,433.0
59912,1,246.0,310.59,523.0
59913,1,81.0,131.2,339.0
59914,2,155.0,209.22500000000002,329.0
59915,1,81.0,132.2,344.0
59916,1,457.0,629.36,786.0
59919,1,237.0,302.21,511.0
59921,1,142.0,198.2,366.0
59923,1,137.0,195.76,359.0
59924,1,129.0,204.35,354.0
59925,1,897.0,1063.96,1194.0
59928,1,435.0,617.54,855.0
59929,1,47.0,76.29,171.0
59930,1,400.0,559.82,775.0
59934,1,403.0,564.64,730.0
59937,1,0.0,33.84,210.0
59940,2,6.5,24.19,110.5
59941,1,880.0,1067.89,1173.0
59947,1,108.0,147.97,365.0
59948,1,118.0,178.51,415.0
59949,3,57.0,102.44666666666666,262.0
59950,2,18.5,34.105,120.0
59951,1,0.0,7.93,63.0
59954,1,22.0,40.72,60.0
59955,1,0.0,8.04,61.0
59956,2,33.5,55.80500000000001,134.0
59957,2,70.0,101.3,206.5
59958,1,880.0,1031.71,1241.0
59959,1,0.0,6.78,68.0
59960,3,227.33333333333334,301.65333333333336,478.6666666666667
59962,1,231.0,323.15,547.0
59963,1,111.0,151.95,316.0
59964,1,81.0,152.75,293.0
59970,2,49.5,101.30000000000001,325.5
59973,1,880.0,1036.33,1250.0
59974,2,46.5,75.16,175.5
59975,1,46.0,101.85,238.0
59977,3,102.0,143.60333333333332,325.6666666666667
59979,4,62.25,99.7775,267.75
59986,1,65.0,89.69,263.0
59987,1,71.0,106.16,255.0
59988,1,58.0,84.68,253.0
59990,2,74.0,100.80000000000001,260.5
59992,1,69.0,115.65,258.0
59997,1,45.0,85.75,297.0
60000,1,423.0,583.31,751.0
60004,1,19.0,52.58,154.0
60006,1,405.0,538.19,717.0
60008,1,394.0,543.41,716.0
60009,1,109.0,159.79,322.0
60010,1,400.0,540.89,711.0
60011,1,7.0,26.95,104.0
60013,3,340.0,453.80333333333334,650.6666666666666
60016,1,283.0,404.7,633.0
60017,1,37.0,75.54,191.0
60018,1,229.0,312.07,539.0
60022,1,213.0,300.28,510.0
60027,1,403.0,590.69,766.0
60028,1,14.0,29.86,140.0
60032,1,430.0,624.19,819.0
60035,1,30.0,62.56,249.0
60040,1,124.0,161.92,269.0
60041,1,50.0,69.32,87.0
60046,1,55.0,78.97,132.0
60047,2,594.0,714.785,931.0
60048,1,87.0,114.78,280.0
60050,1,14.0,48.17,133.0
60051,1,131.0,189.09,360.0
60053,1,42.0,56.16,87.0
60054,1,0.0,10.62,78.0
60055,1,4.0,27.55,125.0
60059,1,110.0,156.44,365.0
60060,2,94.0,133.82999999999998,309.5
60061,1,83.0,113.21,279.0
60063,3,59.0,85.95,211.66666666666666
60064,1,43.0,72.29,244.0
60065,1,44.0,74.77,241.0
60066,2,55.5,102.53,259.0
60067,4,52.5,87.88,213.75
60069,3,128.0,189.07000000000002,335.6666666666667
60071,1,46.0,112.17,253.0
60072,1,266.0,330.61,480.0
60075,2,37.5,84.125,253.5
60077,3,13.0,35.7,117.33333333333333
60079,1,96.0,136.34,373.0
60081,1,78.0,105.2,305.0
60082,2,54.5,116.295,276.5
60084,1,24.0,67.27,216.0
60085,1,21.0,33.82,65.0
60088,1,0.0,7.5,57.0
60090,1,38.0,64.22,219.0
60091,3,50.333333333333336,90.53666666666668,241.0
60092,1,15.0,35.42,181.0
60093,1,100.0,134.82,250.0
60096,1,54.0,84.18,242.0
60097,1,1.0,13.45,78.0
60098,1,52.0,98.35,241.0
60100,1,18.0,28.55,47.0
