episode_return
-246.76785714285018
-126.70703124999909
-86.72098214285809
-79.47293526785934
-68.74017857143114
-58.36346726190761
-59.01865433673788
-52.416015625003375
-47.25533234127333
-48.23013392857514
-49.27495941558845
-56.423177083336974
-52.59280563187182
-59.482382015309824
-58.94843750000381
-55.569614955360976
-56.056985294121404
-56.251922123019874
-53.48449248120703
-51.105022321432614
-48.87356505102443
-46.87966720779621
