episode_return
-27.227678571434332
-28.92968750000572
-28.7730654761961
-22.732700892862454
-23.77031250000524
-20.490513392861985
-18.02327806122886
-16.040876116075165
-26.36445932539927
-29.653236607145125
-35.33624188311896
-37.47321428571607
-41.81490384615536
-38.8612085459196
