episode_return
-5.948214285718211
-5.827232142861404
-39.08898809523692
-54.07075892857148
-48.53696428571528
-41.22604166666818
-35.99515306122633
-32.05078125000201
-29.001091269843304
-26.563035714287636
-24.367938311690036
-29.051488095239772
-30.12513736263869
-31.697321428572494
