trip_throughput,trip_meanTravelTime,trip_meanTimeLoss,trip_meanWaitingTime,trip_stopRate,trip_meanDepartDelay,trip_p50_TravelTime,trip_p50_TimeLoss,trip_p50_WaitingTime,trip_p90_TravelTime,trip_p90_TimeLoss,trip_p90_WaitingTime,trip_p95_TravelTime,trip_p95_TimeLoss,trip_p95_WaitingTime,trip_TTI_mean,trip_TTI_median,summary_horizon_s,summary_n_steps,summary_meanSpeed,summary_meanSpeed_running_weighted,summary_meanHalting,summary_maxHalting,summary_totalArrived,summary_totalCollisions,summary_totalTeleports
4051,460.0197482103184,323.2693976795853,277.3882991853863,3.452974574179215,3.770822019254505,284.0,119.44,78.0,1199.0,1064.3,983.0,1704.0,1613.26,1544.0,nan,nan,4001.0,4002,4.848730634682658,3.992706424332194,281.7968515742129,726.0,3335,0,0
