episode_return
-5.273214285718653
-27.705803571432888
-20.169940476195
-29.78660714286199
-39.55178571428853
-34.28779761905069
-41.88494897959344
-48.328906250001076
-47.64315476190634
-43.506696428573306
-40.11672077922285
-37.43102678571653
-38.42754120879358
-40.263201530614396
