episode_return
-22.28013392857258
-20.710379464287087
-20.43340773809704
-19.19921875000212
-18.283035714288133
-16.758184523811835
-15.637755102042988
-14.437779017858931
-13.460193452382383
-12.884709821429837
-12.248275162338695
-11.708519345238955
-11.379550137363323
-11.082270408163806
-10.814508928571858
-10.576311383928882
-10.260832457983405
-10.065104166666783
-9.894443139097792
-9.72103794642853
-9.580463435374053
-9.451045048701134
-9.309637034161282
-9.152715773809254
-9.103705357142552
-8.494464285713871
-7.913437499999469
-7.40683035714218
-7.036741071427748
-6.702008928570421
-6.583794642855999
-6.419687499998729
-6.4364732142844305
-6.545937499998713
-6.473616071427229
-6.507187499998655
-6.516160714284386
-6.415669642855789
-6.376607142855779
-6.354687499998618
-6.2927232142843526
-6.370848214284361
-6.313214285712938
-6.314330357141489
-6.291383928570073
-6.259374999998636
-6.300401785712926
-6.272723214284355
-6.295357142855785
-6.248080357141481
