time,loaded,inserted,running,waiting,ended,arrived,collisions,teleports,halting,stopped,meanWaitingTime,meanTravelTime,meanSpeed,meanSpeedRelative,duration
57600.0,2,1,1,0,0,0,0,0,1,0,0.0,-1.0,0.0,0.0,4
57601.0,211,2,2,0,0,0,0,0,1,0,0.5,-1.0,1.16,0.08,20
57602.0,211,2,2,0,0,0,0,0,0,0,0.5,-1.0,2.96,0.21,0
57603.0,211,3,3,0,0,0,0,0,1,0,0.67,-1.0,3.33,0.24,1
57604.0,211,3,3,0,0,0,0,0,0,0,0.67,-1.0,5.37,0.39,0
57605.0,211,4,4,0,0,0,0,0,1,0,0.75,-1.0,5.34,0.38,2
57606.0,211,7,7,1,0,0,0,0,3,0,0.86,-1.0,4.13,0.3,1
57607.0,211,7,7,1,0,0,0,0,0,0,0.86,-1.0,5.94,0.43,1
57608.0,211,8,8,0,0,0,0,0,1,0,1.12,-1.0,6.52,0.47,1
57609.0,211,8,8,1,0,0,0,0,0,0,1.12,-1.0,8.32,0.6,0
57610.0,211,8,8,1,0,0,0,0,0,0,1.12,-1.0,9.86,0.71,0
57611.0,211,9,9,0,0,0,0,0,1,0,1.33,-1.0,10.07,0.73,0
57612.0,211,12,12,0,0,0,0,0,3,0,1.25,-1.0,7.69,0.55,2
57613.0,211,13,13,1,0,0,0,0,1,0,1.23,-1.0,7.66,0.56,1
57614.0,211,14,14,1,0,0,0,0,2,0,1.29,-1.0,7.89,0.58,1
57615.0,211,14,14,1,0,0,0,0,1,0,1.29,-1.0,8.47,0.63,1
57616.0,211,15,15,2,0,0,0,0,2,0,1.4,-1.0,8.61,0.63,2
57617.0,211,17,17,1,0,0,0,0,3,0,1.41,-1.0,8.37,0.61,1
57618.0,211,17,17,2,0,0,0,0,1,0,1.41,-1.0,8.89,0.65,2
57619.0,211,18,18,2,0,0,0,0,2,0,1.56,-1.0,8.92,0.65,1
57620.0,211,19,19,1,0,0,0,0,2,0,1.58,-1.0,8.95,0.65,0
57621.0,211,19,19,1,0,0,0,0,1,0,1.58,-1.0,9.55,0.69,2
57622.0,211,21,21,1,0,0,0,0,3,0,1.71,-1.0,9.26,0.68,1
57623.0,211,22,22,1,0,0,0,0,2,0,1.73,-1.0,9.59,0.7,2
57624.0,211,22,22,3,0,0,0,0,1,0,1.73,-1.0,10.26,0.74,1
57625.0,211,23,23,3,0,0,0,0,2,0,1.65,-1.0,10.3,0.74,2
57626.0,211,24,24,3,0,0,0,0,2,0,1.75,-1.0,10.34,0.74,2
57627.0,211,25,25,3,0,0,0,0,2,0,1.72,-1.0,10.33,0.74,1
57628.0,211,25,25,4,0,0,0,0,1,0,1.72,-1.0,10.7,0.77,2
57629.0,211,26,26,6,0,0,0,0,2,0,1.88,-1.0,10.62,0.76,1
57630.0,211,27,27,5,0,0,0,0,3,0,1.89,-1.0,10.4,0.75,2
57631.0,211,29,29,7,0,0,0,0,4,0,1.79,-1.0,9.72,0.7,1
57632.0,211,30,30,6,0,0,0,0,3,0,2.03,-1.0,9.9,0.71,2
57633.0,211,30,30,8,0,0,0,0,2,0,2.03,-1.0,10.22,0.73,2
57634.0,211,31,31,9,0,0,0,0,3,0,2.0,-1.0,10.06,0.72,1
57635.0,211,33,33,8,0,0,0,0,4,0,2.18,-1.0,9.97,0.71,2
57636.0,211,33,33,9,0,0,0,0,2,0,2.18,-1.0,10.28,0.73,1
57637.0,211,33,33,9,0,0,0,0,2,0,2.18,-1.0,10.77,0.76,2
57638.0,211,35,35,10,0,0,0,0,4,0,2.4,-1.0,10.21,0.71,1
57639.0,211,35,35,10,0,0,0,0,2,0,2.4,-1.0,10.01,0.69,1
57640.0,211,36,36,10,0,0,0,0,3,0,2.36,-1.0,9.45,0.65,2
57641.0,211,38,38,10,0,0,0,0,5,0,2.61,-1.0,8.94,0.61,1
57642.0,211,38,38,10,0,0,0,0,3,0,2.61,-1.0,9.09,0.61,2
57643.0,211,39,39,11,0,0,0,0,5,0,2.56,-1.0,9.19,0.62,1
57644.0,211,40,40,10,0,0,0,0,5,0,2.9,-1.0,9.17,0.63,2
57645.0,211,42,42,10,0,0,0,0,6,0,3.14,-1.0,8.91,0.6,1
57646.0,211,43,43,9,0,0,0,0,6,0,3.12,-1.0,9.14,0.62,1
57647.0,211,45,45,9,0,0,0,0,8,0,3.02,-1.0,8.73,0.6,1
57648.0,211,46,46,8,0,0,0,0,8,0,3.35,-1.0,8.2,0.56,1
57649.0,211,46,46,8,0,0,0,0,8,0,3.35,-1.0,7.93,0.55,1
57650.0,211,46,46,8,0,0,0,0,8,0,3.35,-1.0,7.59,0.53,1
57651.0,211,48,48,7,0,0,0,0,8,0,3.62,-1.0,6.94,0.49,1
57652.0,211,48,48,7,0,0,0,0,8,0,3.62,-1.0,6.83,0.48,1
57653.0,211,48,48,7,0,0,0,0,11,0,3.62,-1.0,6.98,0.49,1
57654.0,211,49,49,6,0,0,0,0,15,0,3.98,-1.0,6.73,0.47,1
57655.0,211,50,50,5,0,0,0,0,18,0,4.34,-1.0,6.23,0.44,2
57656.0,211,52,52,5,0,0,0,0,20,0,4.19,-1.0,5.8,0.41,1
57657.0,211,52,52,5,0,0,0,0,20,0,4.19,-1.0,5.64,0.4,2
57658.0,211,55,55,5,0,0,0,0,25,0,4.4,-1.0,5.32,0.38,1
57659.0,211,57,57,3,0,0,0,0,26,0,4.67,-1.0,5.24,0.37,1
57660.0,211,58,58,3,0,0,0,0,26,0,4.6,-1.0,5.1,0.36,2
57661.0,211,60,60,4,0,0,0,0,29,0,4.48,-1.0,4.86,0.35,1
57662.0,211,62,61,3,1,1,0,0,30,0,4.76,56.0,4.53,0.32,1
57663.0,211,63,62,2,1,1,0,0,28,0,4.73,56.0,4.56,0.33,2
57664.0,211,65,64,3,1,1,0,0,32,0,4.6,56.0,4.62,0.34,1
57665.0,211,67,66,1,1,1,0,0,32,0,4.87,56.0,4.48,0.33,2
57666.0,211,67,66,2,1,1,0,0,32,0,4.87,56.0,4.53,0.33,2
57667.0,211,68,67,2,1,1,0,0,37,0,4.82,56.0,4.59,0.33,1
57668.0,211,68,67,2,1,1,0,0,34,0,4.82,56.0,4.74,0.35,2
57669.0,211,69,68,3,1,1,0,0,36,0,4.75,56.0,4.91,0.36,2
57670.0,211,71,70,2,1,1,0,0,36,0,4.69,56.0,5.03,0.37,1
57671.0,211,71,70,2,1,1,0,0,34,0,4.69,56.0,5.22,0.39,1
57672.0,211,71,70,2,1,1,0,0,36,0,4.69,56.0,5.43,0.4,2
57673.0,211,74,73,1,1,1,0,0,38,0,4.59,56.0,5.19,0.39,2
57674.0,211,76,75,3,1,1,0,0,38,0,4.49,56.0,5.04,0.38,2
57675.0,211,76,75,3,1,1,0,0,36,0,4.49,56.0,4.94,0.37,2
57676.0,211,79,78,2,1,1,0,0,40,0,4.39,56.0,4.6,0.35,1
57677.0,211,79,78,2,1,1,0,0,40,0,4.39,56.0,4.52,0.34,2
57678.0,211,81,80,4,1,1,0,0,43,0,4.3,56.0,4.2,0.32,2
57679.0,211,84,83,3,1,1,0,0,45,0,4.23,56.0,3.94,0.3,2
57680.0,211,85,84,4,1,1,0,0,46,0,4.18,56.0,3.97,0.31,2
57681.0,211,87,86,3,1,1,0,0,50,0,4.11,56.0,4.08,0.31,2
57682.0,211,89,88,4,1,1,0,0,51,0,4.08,56.0,4.1,0.31,3
57683.0,211,91,90,4,1,1,0,0,51,0,4.01,56.0,4.14,0.31,2
57684.0,211,92,91,4,1,1,0,0,51,0,4.0,56.0,4.3,0.33,2
57685.0,211,93,92,4,1,1,0,0,49,0,4.02,56.0,4.45,0.34,2
57686.0,211,93,92,4,1,1,0,0,48,0,4.02,56.0,4.7,0.35,2
57687.0,211,94,93,4,1,1,0,0,50,0,4.02,56.0,4.8,0.36,1
57688.0,211,95,94,3,1,1,0,0,50,0,4.04,56.0,4.91,0.36,2
57689.0,211,96,95,3,1,1,0,0,53,0,4.01,56.0,4.96,0.37,3
57690.0,211,98,96,3,2,2,0,0,31,0,4.0,53.0,5.47,0.4,2
57691.0,211,99,97,2,2,2,0,0,19,0,3.98,53.0,6.1,0.44,3
57692.0,211,99,97,4,2,2,0,0,13,0,3.98,53.0,6.64,0.47,3
57693.0,211,101,99,3,2,2,0,0,11,0,3.99,53.0,7.2,0.51,2
57694.0,211,102,100,3,2,2,0,0,9,0,3.98,53.0,7.89,0.56,3
57695.0,211,102,100,4,2,2,0,0,5,0,3.98,53.0,8.79,0.61,2
57696.0,211,105,103,2,2,2,0,0,8,0,4.4,53.0,9.3,0.64,3
57697.0,211,107,105,2,2,2,0,0,6,0,4.36,53.0,9.87,0.68,4
57698.0,211,108,106,2,2,2,0,0,5,0,4.33,53.0,10.42,0.72,3
57699.0,211,108,106,2,2,2,0,0,4,0,4.33,53.0,10.78,0.74,3
57700.0,211,110,108,1,2,2,0,0,7,0,4.32,53.0,10.91,0.75,3
57701.0,211,111,109,1,2,2,0,0,8,0,4.28,53.0,10.92,0.75,3
57702.0,211,112,110,1,2,2,0,0,8,0,4.25,53.0,10.82,0.74,3
57703.0,211,113,111,0,2,2,0,0,8,0,4.27,53.0,10.9,0.75,2
57704.0,211,113,111,0,2,2,0,0,8,0,4.27,53.0,10.99,0.75,3
57705.0,211,113,111,0,2,2,0,0,8,0,4.27,53.0,10.92,0.75,3
57706.0,211,114,111,0,3,3,0,0,12,0,4.25,66.67,10.8,0.73,2
57707.0,211,115,112,0,3,3,0,0,13,0,4.22,66.67,10.61,0.72,3
57708.0,211,115,111,0,4,4,0,0,12,0,4.22,76.25,10.45,0.71,2
57709.0,211,115,111,0,4,4,0,0,12,0,4.22,76.25,10.36,0.7,2
57710.0,211,116,112,0,4,4,0,0,13,0,4.19,76.25,10.13,0.69,2
57711.0,211,116,112,0,4,4,0,0,12,0,4.19,76.25,9.94,0.68,2
57712.0,211,117,113,0,4,4,0,0,16,0,4.16,76.25,9.77,0.67,3
57713.0,211,119,115,0,4,4,0,0,17,0,4.11,76.25,9.43,0.65,2
57714.0,211,119,115,0,4,4,0,0,14,0,4.11,76.25,9.43,0.65,2
57715.0,211,119,115,0,4,4,0,0,14,0,4.11,76.25,9.28,0.64,2
57716.0,211,119,115,0,4,4,0,0,16,0,4.11,76.25,9.21,0.63,2
57717.0,211,120,116,0,4,4,0,0,17,0,4.08,76.25,9.23,0.63,2
57718.0,211,120,116,0,4,4,0,0,16,0,4.08,76.25,9.48,0.65,2
57719.0,211,120,116,0,4,4,0,0,16,0,4.08,76.25,9.6,0.66,5
57720.0,211,122,118,0,4,4,0,0,17,0,4.03,76.25,9.24,0.64,2
57721.0,211,122,118,0,4,4,0,0,16,0,4.03,76.25,9.23,0.64,2
57722.0,211,122,118,0,4,4,0,0,16,0,4.03,76.25,9.3,0.64,2
57723.0,211,122,118,0,4,4,0,0,16,0,4.03,76.25,9.34,0.64,2
57724.0,211,122,118,0,4,4,0,0,15,0,4.03,76.25,9.29,0.65,2
57725.0,211,122,118,0,4,4,0,0,16,0,4.03,76.25,9.25,0.65,2
57726.0,211,124,120,0,4,4,0,0,18,0,3.98,76.25,9.21,0.65,2
57727.0,211,125,121,0,4,4,0,0,18,0,3.94,76.25,9.24,0.65,3
57728.0,211,125,121,1,4,4,0,0,16,0,3.94,76.25,9.26,0.66,2
57729.0,211,127,123,0,4,4,0,0,18,0,3.9,76.25,8.99,0.64,2
57730.0,211,129,125,0,4,4,0,0,19,0,3.85,76.25,8.7,0.62,2
57731.0,211,129,125,0,4,4,0,0,18,0,3.85,76.25,8.51,0.61,3
57732.0,211,130,126,0,4,4,0,0,19,0,3.83,76.25,8.2,0.59,2
57733.0,211,132,128,0,4,4,0,0,21,0,3.78,76.25,7.85,0.57,2
57734.0,211,133,129,0,4,4,0,0,24,0,3.76,76.25,7.73,0.56,4
57735.0,211,134,130,1,4,4,0,0,22,0,3.74,76.25,7.72,0.56,2
57736.0,211,136,132,0,4,4,0,0,26,0,3.71,76.25,7.62,0.56,3
57737.0,211,137,133,1,4,4,0,0,27,0,3.69,76.25,7.65,0.56,3
57738.0,211,138,134,1,4,4,0,0,28,0,3.67,76.25,7.64,0.56,3
57739.0,211,140,136,0,4,4,0,0,32,0,3.64,76.25,7.66,0.56,2
57740.0,211,142,138,0,4,4,0,0,30,0,3.6,76.25,7.7,0.57,2
57741.0,211,143,139,0,4,4,0,0,27,0,3.57,76.25,7.72,0.57,2
57742.0,211,143,139,1,4,4,0,0,27,0,3.57,76.25,7.68,0.56,3
57743.0,211,146,141,1,5,5,0,0,31,0,3.53,70.4,7.58,0.56,3
57744.0,211,147,142,1,5,5,0,0,32,0,3.51,70.4,7.7,0.56,2
57745.0,211,148,141,2,7,7,0,0,36,0,3.49,72.14,7.73,0.56,3
57746.0,211,150,143,0,7,7,0,0,40,0,3.48,72.14,7.65,0.55,3
57747.0,211,151,144,0,7,7,0,0,41,0,3.46,72.14,7.57,0.55,3
57748.0,211,151,144,0,7,7,0,0,41,0,3.46,72.14,7.51,0.54,2
57749.0,211,152,145,0,7,7,0,0,44,0,3.43,72.14,7.52,0.55,3
57750.0,211,154,147,0,7,7,0,0,49,0,3.4,72.14,7.4,0.54,3
57751.0,211,154,147,1,7,7,0,0,48,0,3.4,72.14,7.38,0.54,2
57752.0,211,155,148,1,7,7,0,0,50,0,3.38,72.14,7.1,0.52,4
57753.0,211,157,150,0,7,7,0,0,53,0,3.36,72.14,6.89,0.51,3
57754.0,211,157,150,1,7,7,0,0,54,0,3.36,72.14,6.83,0.5,3
57755.0,211,158,150,1,8,8,0,0,57,0,3.35,73.88,6.73,0.5,3
57756.0,211,159,151,1,8,8,0,0,60,0,3.34,73.88,6.72,0.5,3
57757.0,211,159,151,2,8,8,0,0,60,0,3.34,73.88,6.69,0.49,3
57758.0,211,161,153,2,8,8,0,0,64,0,3.31,73.88,6.55,0.48,2
57759.0,211,163,155,1,8,8,0,0,64,0,3.3,73.88,6.37,0.47,3
57760.0,211,164,154,1,10,10,0,0,66,0,3.28,83.5,6.14,0.45,4
57761.0,211,165,155,3,10,10,0,0,67,0,3.27,83.5,6.01,0.44,2
57762.0,211,167,157,1,10,10,0,0,69,0,3.28,83.5,5.92,0.44,2
57763.0,211,167,156,1,11,11,0,0,70,0,3.28,85.64,5.88,0.44,2
57764.0,211,167,156,1,11,11,0,0,71,0,3.28,85.64,5.9,0.44,3
57765.0,211,170,158,0,12,12,0,0,75,0,3.26,83.33,5.83,0.43,3
57766.0,211,170,158,0,12,12,0,0,72,0,3.26,83.33,5.92,0.43,3
57767.0,211,172,160,1,12,12,0,0,76,0,3.22,83.33,5.92,0.43,3
57768.0,211,173,161,1,12,12,0,0,78,0,3.21,83.33,5.95,0.44,3
57769.0,211,174,160,1,14,14,0,0,78,0,3.2,86.57,5.83,0.43,3
57770.0,211,174,159,2,15,15,0,0,77,0,3.2,83.07,5.76,0.43,3
57771.0,211,175,160,1,15,15,0,0,80,0,3.21,83.07,5.63,0.42,3
57772.0,211,175,160,2,15,15,0,0,79,0,3.21,83.07,5.47,0.4,3
57773.0,211,175,160,3,15,15,0,0,79,0,3.21,83.07,5.38,0.4,2
57774.0,211,178,163,2,15,15,0,0,84,0,3.19,83.07,5.28,0.39,2
57775.0,211,178,163,2,15,15,0,0,81,0,3.19,83.07,5.22,0.39,2
57776.0,211,178,163,2,15,15,0,0,84,0,3.19,83.07,5.08,0.38,3
57777.0,211,180,165,2,15,15,0,0,88,0,3.19,83.07,5.02,0.38,2
57778.0,211,181,166,2,15,15,0,0,89,0,3.18,83.07,4.93,0.37,3
57779.0,211,181,166,3,15,15,0,0,91,0,3.18,83.07,4.85,0.37,3
57780.0,211,183,168,3,15,15,0,0,63,0,3.2,83.07,5.07,0.38,3
57781.0,211,183,168,3,15,15,0,0,50,0,3.2,83.07,5.47,0.41,4
57782.0,211,184,169,5,15,15,0,0,44,0,3.18,83.07,5.83,0.43,4
57783.0,211,187,172,4,15,15,0,0,42,0,3.19,83.07,6.23,0.46,3
57784.0,211,188,173,6,15,15,0,0,35,0,3.17,83.07,6.87,0.5,3
57785.0,211,188,173,6,15,15,0,0,30,0,3.17,83.07,7.48,0.54,4
57786.0,211,192,177,6,15,15,0,0,34,0,3.18,83.07,7.81,0.56,3
57787.0,211,192,177,7,15,15,0,0,29,0,3.18,83.07,8.26,0.59,3
57788.0,211,192,177,7,15,15,0,0,26,0,3.18,83.07,8.62,0.62,3
57789.0,211,195,180,6,15,15,0,0,30,0,3.21,83.07,8.76,0.62,4
57790.0,211,195,180,7,15,15,0,0,28,0,3.21,83.07,9.04,0.64,3
57791.0,211,195,179,7,16,16,0,0,29,0,3.21,86.88,9.13,0.64,4
57792.0,211,198,182,6,16,16,0,0,33,0,3.25,86.88,9.06,0.64,4
57793.0,211,198,182,7,16,16,0,0,29,0,3.25,86.88,9.2,0.65,3
57794.0,211,198,181,7,17,17,0,0,28,0,3.25,84.41,9.33,0.66,4
57795.0,211,202,185,5,17,17,0,0,33,0,3.3,84.41,9.33,0.66,4
57796.0,211,202,185,6,17,17,0,0,31,0,3.3,84.41,9.48,0.67,3
57797.0,211,203,186,6,17,17,0,0,33,0,3.29,84.41,9.42,0.66,3
57798.0,211,205,187,4,18,18,0,0,34,0,3.37,90.06,9.44,0.67,3
57799.0,211,205,187,4,18,18,0,0,32,0,3.37,90.06,9.49,0.67,4
57800.0,211,205,187,5,18,18,0,0,30,0,3.37,90.06,9.44,0.66,4
57801.0,463,207,189,4,18,18,0,0,33,0,3.42,90.06,9.36,0.66,27
57802.0,463,208,190,4,18,18,0,0,32,0,3.41,90.06,9.38,0.66,3
57803.0,463,209,191,4,18,18,0,0,32,0,3.4,90.06,9.39,0.66,3
57804.0,463,211,192,3,19,19,0,0,35,0,3.45,95.42,9.3,0.66,4
57805.0,463,213,194,3,19,19,0,0,37,0,3.43,95.42,9.18,0.65,3
57806.0,463,213,194,3,19,19,0,0,34,0,3.43,95.42,9.28,0.66,3
57807.0,463,214,194,2,20,20,0,0,34,0,3.48,98.45,9.29,0.66,3
57808.0,463,214,194,2,20,20,0,0,33,0,3.48,98.45,9.28,0.66,3
57809.0,463,214,193,2,21,21,0,0,31,0,3.48,102.24,9.29,0.67,3
57810.0,463,215,194,1,21,21,0,0,33,0,3.52,102.24,9.33,0.67,3
57811.0,463,215,191,1,24,24,0,0,30,0,3.52,109.04,9.24,0.66,3
57812.0,463,217,192,1,25,25,0,0,31,0,3.49,110.84,9.14,0.66,4
57813.0,463,219,194,1,25,25,0,0,33,0,3.5,110.84,9.04,0.65,4
57814.0,463,220,195,2,25,25,0,0,31,0,3.49,110.84,8.92,0.64,3
57815.0,463,220,194,2,26,26,0,0,31,0,3.49,109.88,9.04,0.65,4
57816.0,463,221,195,1,26,26,0,0,34,0,3.49,109.88,9.01,0.65,3
57817.0,463,221,194,1,27,27,0,0,32,0,3.49,108.56,9.04,0.66,3
57818.0,463,221,194,1,27,27,0,0,33,0,3.49,108.56,9.01,0.65,3
57819.0,463,222,194,0,28,28,0,0,35,0,3.5,108.46,8.93,0.65,3
57820.0,463,223,194,0,29,29,0,0,37,0,3.49,111.55,8.69,0.63,4
57821.0,463,224,195,0,29,29,0,0,37,0,3.48,111.55,8.55,0.62,4
57822.0,463,227,198,0,29,29,0,0,41,0,3.44,111.55,8.39,0.61,3
57823.0,463,227,198,1,29,29,0,0,41,0,3.44,111.55,8.38,0.61,4
57824.0,463,227,198,2,29,29,0,0,42,0,3.44,111.55,8.34,0.6,2
57825.0,463,229,200,0,29,29,0,0,43,0,3.44,111.55,8.37,0.6,3
57826.0,463,230,201,2,29,29,0,0,41,0,3.42,111.55,8.3,0.6,4
57827.0,463,231,201,3,30,30,0,0,42,0,3.42,114.83,8.2,0.59,3
57828.0,463,233,203,1,30,30,0,0,48,0,3.41,114.83,7.99,0.58,3
57829.0,463,234,204,2,30,30,0,0,49,0,3.39,114.83,7.84,0.57,3
57830.0,463,235,205,3,30,30,0,0,45,0,3.38,114.83,7.8,0.56,4
57831.0,463,236,206,2,30,30,0,0,42,0,3.39,114.83,7.75,0.56,4
57832.0,463,236,205,3,31,31,0,0,41,0,3.39,117.23,7.73,0.56,4
57833.0,463,236,205,3,31,31,0,0,47,0,3.39,117.23,7.74,0.56,4
57834.0,463,239,207,3,32,32,0,0,54,0,3.38,116.31,7.74,0.56,4
57835.0,463,239,207,5,32,32,0,0,53,0,3.38,116.31,7.77,0.56,4
57836.0,463,240,208,5,32,32,0,0,57,0,3.37,116.31,7.85,0.57,3
57837.0,463,242,209,4,33,33,0,0,60,0,3.38,118.0,7.8,0.56,3
57838.0,463,244,211,5,33,33,0,0,63,0,3.36,118.0,7.85,0.57,4
57839.0,463,245,212,6,33,33,0,0,63,0,3.36,118.0,7.8,0.56,4
57840.0,463,249,216,5,33,33,0,0,66,0,3.35,118.0,7.7,0.56,5
57841.0,463,251,217,5,34,34,0,0,68,0,3.33,117.65,7.64,0.55,4
57842.0,463,251,217,6,34,34,0,0,68,0,3.33,117.65,7.64,0.56,3
57843.0,463,254,220,3,34,34,0,0,73,0,3.35,117.65,7.48,0.54,3
57844.0,463,256,222,3,34,34,0,0,73,0,3.33,117.65,7.28,0.53,3
57845.0,463,256,222,3,34,34,0,0,72,0,3.33,117.65,7.16,0.52,4
57846.0,463,260,225,2,35,35,0,0,79,0,3.33,119.2,6.87,0.5,5
57847.0,463,260,225,4,35,35,0,0,79,0,3.33,119.2,6.85,0.5,3
57848.0,463,260,225,5,35,35,0,0,83,0,3.33,119.2,6.83,0.5,4
57849.0,463,264,229,3,35,35,0,0,89,0,3.36,119.2,6.74,0.49,3
57850.0,463,264,229,4,35,35,0,0,83,0,3.36,119.2,6.78,0.5,3
57851.0,463,265,229,5,36,36,0,0,85,0,3.35,121.08,6.75,0.5,4
57852.0,463,269,232,2,37,37,0,0,91,0,3.39,118.84,6.56,0.48,3
57853.0,463,270,233,2,37,37,0,0,89,0,3.38,118.84,6.63,0.49,4
57854.0,463,270,231,2,39,39,0,0,90,0,3.38,119.79,6.62,0.49,4
57855.0,463,271,232,1,39,39,0,0,95,0,3.38,119.79,6.63,0.49,4
57856.0,463,272,233,1,39,39,0,0,96,0,3.38,119.79,6.69,0.49,3
57857.0,463,273,232,1,41,41,0,0,97,0,3.37,122.98,6.61,0.49,4
57858.0,463,277,236,0,41,41,0,0,101,0,3.35,122.98,6.49,0.48,5
57859.0,463,277,233,2,44,44,0,0,97,0,3.35,126.61,6.31,0.47,3
57860.0,463,279,235,1,44,44,0,0,102,0,3.33,126.61,6.19,0.46,3
57861.0,463,281,236,0,45,45,0,0,103,0,3.32,128.56,6.06,0.45,4
57862.0,463,282,236,0,46,46,0,0,104,0,3.31,129.02,5.97,0.44,4
57863.0,463,283,237,0,46,46,0,0,107,0,3.3,129.02,5.86,0.44,4
57864.0,463,287,241,0,46,46,0,0,115,0,3.26,129.02,5.73,0.43,4
57865.0,463,288,242,0,46,46,0,0,113,0,3.26,129.02,5.74,0.43,4
57866.0,463,289,242,0,47,47,0,0,114,0,3.25,131.47,5.66,0.42,4
57867.0,463,291,243,1,48,48,0,0,117,0,3.23,132.21,5.51,0.42,4
57868.0,463,291,243,3,48,48,0,0,117,0,3.23,132.21,5.4,0.41,4
57869.0,463,292,244,2,48,48,0,0,120,0,3.23,132.21,5.33,0.4,4
57870.0,463,294,246,2,48,48,0,0,81,0,3.22,132.21,5.5,0.41,4
57871.0,463,294,244,3,50,50,0,0,64,0,3.22,133.92,5.68,0.42,4
57872.0,463,295,245,2,50,50,0,0,55,0,3.22,133.92,5.95,0.44,5
57873.0,463,296,246,2,50,50,0,0,47,0,3.22,133.92,6.29,0.46,4
57874.0,463,297,247,1,50,50,0,0,43,0,3.23,133.92,6.84,0.49,4
57875.0,463,297,247,1,50,50,0,0,42,0,3.23,133.92,7.37,0.53,4
57876.0,463,298,248,0,50,50,0,0,44,0,3.23,133.92,7.75,0.55,4
57877.0,463,298,248,0,50,50,0,0,43,0,3.23,133.92,8.15,0.58,4
57878.0,463,298,248,0,50,50,0,0,48,0,3.23,133.92,8.48,0.6,4
57879.0,463,298,248,0,50,50,0,0,52,0,3.23,133.92,8.76,0.62,4
57880.0,463,298,248,0,50,50,0,0,49,0,3.23,133.92,9.08,0.64,5
57881.0,463,300,249,0,51,51,0,0,49,0,3.21,133.39,9.2,0.64,5
57882.0,463,301,250,0,51,51,0,0,48,0,3.21,133.39,9.31,0.65,5
57883.0,463,301,250,1,51,51,0,0,44,0,3.21,133.39,9.48,0.66,4
57884.0,463,304,252,0,52,52,0,0,46,0,3.19,132.21,9.54,0.66,4
57885.0,463,304,252,0,52,52,0,0,42,0,3.19,132.21,9.59,0.66,4
57886.0,463,304,252,1,52,52,0,0,40,0,3.19,132.21,9.59,0.66,3
57887.0,463,306,253,0,53,53,0,0,43,0,3.18,132.02,9.42,0.65,3
57888.0,463,306,252,0,54,54,0,0,45,0,3.18,131.81,9.3,0.64,4
57889.0,463,306,252,1,54,54,0,0,43,0,3.18,131.81,9.2,0.64,5
57890.0,463,309,254,1,55,55,0,0,47,0,3.16,132.13,9.03,0.63,4
57891.0,463,309,254,1,55,55,0,0,43,0,3.16,132.13,9.04,0.63,4
57892.0,463,310,254,1,56,56,0,0,42,0,3.15,133.66,9.08,0.63,5
57893.0,463,313,257,0,56,56,0,0,45,0,3.13,133.66,8.92,0.62,5
57894.0,463,313,256,1,57,57,0,0,45,0,3.13,135.67,8.87,0.62,4
57895.0,463,313,256,1,57,57,0,0,43,0,3.13,135.67,8.92,0.63,5
57896.0,463,314,255,1,59,59,0,0,46,0,3.13,137.42,8.86,0.62,5
57897.0,463,314,253,2,61,61,0,0,45,0,3.13,137.82,8.9,0.62,4
57898.0,463,314,252,2,62,62,0,0,46,0,3.13,139.32,8.99,0.63,4
57899.0,463,315,252,2,63,63,0,0,47,0,3.14,137.35,8.93,0.62,5
57900.0,463,316,252,2,64,64,0,0,46,0,3.13,138.8,8.96,0.62,4
57901.0,463,317,251,2,66,66,0,0,48,0,3.12,140.41,8.96,0.62,4
57902.0,463,318,250,4,68,68,0,0,47,0,3.13,142.26,8.93,0.62,4
57903.0,463,319,248,3,71,71,0,0,52,0,3.13,144.24,8.78,0.6,4
57904.0,463,320,249,2,71,71,0,0,56,0,3.13,144.24,8.73,0.6,3
57905.0,463,321,247,1,74,74,0,0,59,0,3.14,147.64,8.59,0.59,5
57906.0,463,325,251,2,74,74,0,0,64,0,3.11,147.64,8.47,0.58,4
57907.0,463,327,253,2,74,74,0,0,66,0,3.09,147.64,8.43,0.58,4
57908.0,463,329,255,2,74,74,0,0,69,0,3.1,147.64,8.34,0.57,7
57909.0,463,330,254,2,76,76,0,0,70,0,3.09,150.7,8.21,0.56,5
57910.0,463,331,255,3,76,76,0,0,71,0,3.09,150.7,8.12,0.56,3
57911.0,463,332,256,2,76,76,0,0,74,0,3.09,150.7,8.02,0.55,4
57912.0,463,334,256,1,78,78,0,0,77,0,3.09,153.23,7.85,0.54,4
57913.0,463,335,257,1,78,78,0,0,80,0,3.08,153.23,7.83,0.54,4
57914.0,463,335,256,2,79,79,0,0,85,0,3.08,154.82,7.77,0.54,4
57915.0,463,336,257,1,79,79,0,0,80,0,3.09,154.82,7.68,0.53,3
57916.0,463,338,259,0,79,79,0,0,81,0,3.08,154.82,7.57,0.53,3
57917.0,463,338,259,0,79,79,0,0,81,0,3.08,154.82,7.53,0.53,5
57918.0,463,340,260,1,80,80,0,0,84,0,3.07,155.91,7.37,0.52,5
57919.0,463,340,259,2,81,81,0,0,82,0,3.07,157.75,7.24,0.51,4
57920.0,463,342,259,2,83,83,0,0,77,0,3.06,159.72,7.12,0.5,5
57921.0,463,344,261,3,83,83,0,0,74,0,3.05,159.72,7.13,0.51,5
